candidate_id,rgi_id,role,endpoint,complete,missing_reason
shuraki-kapali-2017,RGI2000-v7.0-G-13-19343,case,slope_deg,True,
shuraki-kapali-2017,RGI2000-v7.0-G-13-19294,control,t2m_trend_k_decade,True,
shuraki-kapali-2017,RGI2000-v7.0-G-13-19294,control,slope_deg,True,
shuraki-kapali-2017,RGI2000-v7.0-G-13-05349,control,t2m_trend_k_decade,True,
shuraki-kapali-2017,RGI2000-v7.0-G-13-05349,control,slope_deg,True,
shuraki-kapali-2017,RGI2000-v7.0-G-13-06918,control,t2m_trend_k_decade,True,
shuraki-kapali-2017,RGI2000-v7.0-G-13-06918,control,slope_deg,True,
shuraki-kapali-2017,RGI2000-v7.0-G-13-07398,control,t2m_trend_k_decade,True,
shuraki-kapali-2017,RGI2000-v7.0-G-13-07398,control,slope_deg,True,
shuraki-kapali-2017,RGI2000-v7.0-G-13-05381,control,t2m_trend_k_decade,True,
shuraki-kapali-2017,RGI2000-v7.0-G-13-05381,control,slope_deg,True,
shuraki-kapali-2017,RGI2000-v7.0-G-13-07291,control,t2m_trend_k_decade,True,
shuraki-kapali-2017,RGI2000-v7.0-G-13-07291,control,slope_deg,True,
shuraki-kapali-2017,RGI2000-v7.0-G-13-19104,control,t2m_trend_k_decade,True,
shuraki-kapali-2017,RGI2000-v7.0-G-13-19104,control,slope_deg,True,
shuraki-kapali-2017,RGI2000-v7.0-G-13-19384,control,t2m_trend_k_decade,True,
shuraki-kapali-2017,RGI2000-v7.0-G-13-19384,control,slope_deg,True,
shuraki-kapali-2017,RGI2000-v7.0-G-13-07351,control,t2m_trend_k_decade,True,
shuraki-kapali-2017,RGI2000-v7.0-G-13-07351,control,slope_deg,True,
shuraki-kapali-2017,RGI2000-v7.0-G-13-05558,control,t2m_trend_k_decade,True,
shuraki-kapali-2017,RGI2000-v7.0-G-13-05558,control,slope_deg,True,
shuraki-kapali-2017,RGI2000-v7.0-G-13-06091,control,t2m_trend_k_decade,True,
shuraki-kapali-2017,RGI2000-v7.0-G-13-06091,control,slope_deg,True,
shuraki-kapali-2017,RGI2000-v7.0-G-13-06917,control,t2m_trend_k_decade,True,
shuraki-kapali-2017,RGI2000-v7.0-G-13-06917,control,slope_deg,True,
shuraki-kapali-2017,RGI2000-v7.0-G-13-07737,control,t2m_trend_k_decade,True,
shuraki-kapali-2017,RGI2000-v7.0-G-13-07737,control,slope_deg,True,
shuraki-kapali-2017,RGI2000-v7.0-G-13-07259,control,t2m_trend_k_decade,True,
shuraki-kapali-2017,RGI2000-v7.0-G-13-07259,control,slope_deg,True,
shuraki-kapali-2017,RGI2000-v7.0-G-13-19393,control,t2m_trend_k_decade,True,
shuraki-kapali-2017,RGI2000-v7.0-G-13-19393,control,slope_deg,True,
shuraki-kapali-2017,RGI2000-v7.0-G-13-05526,control,t2m_trend_k_decade,True,
shuraki-kapali-2017,RGI2000-v7.0-G-13-05526,control,slope_deg,True,
shuraki-kapali-2017,RGI2000-v7.0-G-13-07632,control,t2m_trend_k_decade,True,
shuraki-kapali-2017,RGI2000-v7.0-G-13-07632,control,slope_deg,True,
shuraki-kapali-2017,RGI2000-v7.0-G-13-19397,control,t2m_trend_k_decade,True,
shuraki-kapali-2017,RGI2000-v7.0-G-13-19397,control,slope_deg,True,
shuraki-kapali-2017,RGI2000-v7.0-G-13-19189,control,t2m_trend_k_decade,True,
shuraki-kapali-2017,RGI2000-v7.0-G-13-19189,control,slope_deg,True,
shuraki-kapali-2017,RGI2000-v7.0-G-13-20061,control,t2m_trend_k_decade,True,
shuraki-kapali-2017,RGI2000-v7.0-G-13-20061,control,slope_deg,True,
tinguiririca-2007,RGI2000-v7.0-G-17-24917,case,t2m_trend_k_decade,True,
tinguiririca-2007,RGI2000-v7.0-G-17-24917,case,slope_deg,True,
tinguiririca-2007,RGI2000-v7.0-G-17-24868,control,t2m_trend_k_decade,True,
tinguiririca-2007,RGI2000-v7.0-G-17-24868,control,slope_deg,True,
tinguiririca-2007,RGI2000-v7.0-G-17-29328,control,t2m_trend_k_decade,True,
tinguiririca-2007,RGI2000-v7.0-G-17-29328,control,slope_deg,True,
tinguiririca-2007,RGI2000-v7.0-G-17-25532,control,t2m_trend_k_decade,True,
tinguiririca-2007,RGI2000-v7.0-G-17-25532,control,slope_deg,True,
tinguiririca-2007,RGI2000-v7.0-G-17-25231,control,t2m_trend_k_decade,True,
tinguiririca-2007,RGI2000-v7.0-G-17-25231,control,slope_deg,True,
tinguiririca-2007,RGI2000-v7.0-G-17-25037,control,t2m_trend_k_decade,True,
tinguiririca-2007,RGI2000-v7.0-G-17-25037,control,slope_deg,True,
tinguiririca-2007,RGI2000-v7.0-G-17-24691,control,t2m_trend_k_decade,True,
tinguiririca-2007,RGI2000-v7.0-G-17-24691,control,slope_deg,True,
tinguiririca-2007,RGI2000-v7.0-G-17-25684,control,t2m_trend_k_decade,True,
tinguiririca-2007,RGI2000-v7.0-G-17-25684,control,slope_deg,True,
tinguiririca-2007,RGI2000-v7.0-G-17-24851,control,t2m_trend_k_decade,True,
tinguiririca-2007,RGI2000-v7.0-G-17-24851,control,slope_deg,True,
tinguiririca-2007,RGI2000-v7.0-G-17-25190,control,t2m_trend_k_decade,True,
tinguiririca-2007,RGI2000-v7.0-G-17-25190,control,slope_deg,True,
tinguiririca-2007,RGI2000-v7.0-G-17-24694,control,t2m_trend_k_decade,True,
tinguiririca-2007,RGI2000-v7.0-G-17-24694,control,slope_deg,True,
tinguiririca-2007,RGI2000-v7.0-G-17-25074,control,t2m_trend_k_decade,True,
tinguiririca-2007,RGI2000-v7.0-G-17-25074,control,slope_deg,True,
tinguiririca-2007,RGI2000-v7.0-G-17-24852,control,t2m_trend_k_decade,True,
tinguiririca-2007,RGI2000-v7.0-G-17-24852,control,slope_deg,True,
tinguiririca-2007,RGI2000-v7.0-G-17-23680,control,t2m_trend_k_decade,True,
tinguiririca-2007,RGI2000-v7.0-G-17-23680,control,slope_deg,True,
tinguiririca-2007,RGI2000-v7.0-G-17-25867,control,t2m_trend_k_decade,True,
tinguiririca-2007,RGI2000-v7.0-G-17-25867,control,slope_deg,True,
tinguiririca-2007,RGI2000-v7.0-G-17-25212,control,t2m_trend_k_decade,True,
tinguiririca-2007,RGI2000-v7.0-G-17-25212,control,slope_deg,True,
tinguiririca-2007,RGI2000-v7.0-G-17-25692,control,t2m_trend_k_decade,True,
tinguiririca-2007,RGI2000-v7.0-G-17-25692,control,slope_deg,True,
tinguiririca-2007,RGI2000-v7.0-G-17-24686,control,t2m_trend_k_decade,True,
tinguiririca-2007,RGI2000-v7.0-G-17-24686,control,slope_deg,True,
tinguiririca-2007,RGI2000-v7.0-G-17-29314,control,t2m_trend_k_decade,True,
tinguiririca-2007,RGI2000-v7.0-G-17-29314,control,slope_deg,True,
tinguiririca-2007,RGI2000-v7.0-G-17-24735,control,t2m_trend_k_decade,True,
tinguiririca-2007,RGI2000-v7.0-G-17-24735,control,slope_deg,True,
tinguiririca-2007,RGI2000-v7.0-G-17-25549,control,t2m_trend_k_decade,True,
tinguiririca-2007,RGI2000-v7.0-G-17-25549,control,slope_deg,True,
